,date,account_value,daily_return,cumulative_return
251,2023-01-03,100000.0,0.0,-0.3241672415480068
252,2023-01-04,100000.0,0.0,-0.3241672415480068
253,2023-01-05,100000.0,0.0,-0.3241672415480068
254,2023-01-06,100000.0,0.0,-0.3241672415480068
255,2023-01-09,100000.0,0.0,-0.3241672415480068
256,2023-01-10,100000.0,0.0,-0.3241672415480068
257,2023-01-11,100000.0,0.0,-0.3241672415480068
258,2023-01-12,100000.0,0.0,-0.3241672415480068
259,2023-01-13,100000.0,0.0,-0.3241672415480068
260,2023-01-17,100000.0,0.0,-0.3241672415480068
261,2023-01-18,100000.0,0.0,-0.3241672415480068
262,2023-01-19,100000.0,0.0,-0.3241672415480068
263,2023-01-20,100000.0,0.0,-0.3241672415480068
264,2023-01-23,100000.0,0.0,-0.3241672415480068
265,2023-01-24,100000.0,0.0,-0.3241672415480068
266,2023-01-25,100000.0,0.0,-0.3241672415480068
267,2023-01-26,100000.0,0.0,-0.3241672415480068
268,2023-01-27,100000.0,0.0,-0.3241672415480068
269,2023-01-30,100000.0,0.0,-0.3241672415480068
270,2023-01-31,100000.0,0.0,-0.3241672415480068
271,2023-02-01,100000.0,0.0,-0.3241672415480068
272,2023-02-02,100000.0,0.0,-0.3241672415480068
273,2023-02-03,100000.0,0.0,-0.3241672415480068
274,2023-02-06,100000.0,0.0,-0.3241672415480068
275,2023-02-07,100000.0,0.0,-0.3241672415480068
276,2023-02-08,100000.0,0.0,-0.3241672415480068
277,2023-02-09,100000.0,0.0,-0.3241672415480068
278,2023-02-10,100000.0,0.0,-0.3241672415480068
279,2023-02-13,100000.0,0.0,-0.3241672415480068
280,2023-02-14,100000.0,0.0,-0.3241672415480068
281,2023-02-15,100000.0,0.0,-0.3241672415480068
282,2023-02-16,100000.0,0.0,-0.3241672415480068
283,2023-02-17,100000.0,0.0,-0.3241672415480068
284,2023-02-21,100000.0,0.0,-0.3241672415480068
285,2023-02-22,100000.0,0.0,-0.3241672415480068
286,2023-02-23,100000.0,0.0,-0.3241672415480068
287,2023-02-24,100000.0,0.0,-0.3241672415480068
288,2023-02-27,100000.0,0.0,-0.3241672415480068
289,2023-02-28,100000.0,0.0,-0.3241672415480068
290,2023-03-01,100000.0,0.0,-0.3241672415480068
291,2023-03-02,100000.0,0.0,-0.3241672415480068
292,2023-03-03,100000.0,0.0,-0.3241672415480068
293,2023-03-06,100000.0,0.0,-0.3241672415480068
294,2023-03-07,100000.0,0.0,-0.3241672415480068
295,2023-03-08,100000.0,0.0,-0.3241672415480068
296,2023-03-09,100000.0,0.0,-0.3241672415480068
297,2023-03-10,100000.0,0.0,-0.3241672415480068
298,2023-03-13,100000.0,0.0,-0.3241672415480068
299,2023-03-14,100000.0,0.0,-0.3241672415480068
300,2023-03-15,100000.0,0.0,-0.3241672415480068
301,2023-03-16,100000.0,0.0,-0.3241672415480068
302,2023-03-17,100000.0,0.0,-0.3241672415480068
303,2023-03-20,100000.0,0.0,-0.3241672415480068
304,2023-03-21,100000.0,0.0,-0.3241672415480068
305,2023-03-22,100000.0,0.0,-0.3241672415480068
306,2023-03-23,100000.0,0.0,-0.3241672415480068
307,2023-03-24,100000.0,0.0,-0.3241672415480068
308,2023-03-27,100000.0,0.0,-0.3241672415480068
309,2023-03-28,100000.0,0.0,-0.3241672415480068
310,2023-03-29,100000.0,0.0,-0.3241672415480068
311,2023-03-30,100000.0,0.0,-0.3241672415480068
312,2023-03-31,100000.0,0.0,-0.3241672415480068
313,2023-04-03,100000.0,0.0,-0.3241672415480068
314,2023-04-04,100000.0,0.0,-0.3241672415480068
315,2023-04-05,100000.0,0.0,-0.3241672415480068
316,2023-04-06,100000.0,0.0,-0.3241672415480068
317,2023-04-10,100000.0,0.0,-0.3241672415480068
318,2023-04-11,100000.0,0.0,-0.3241672415480068
319,2023-04-12,100000.0,0.0,-0.3241672415480068
320,2023-04-13,100000.0,0.0,-0.3241672415480068
321,2023-04-14,100000.0,0.0,-0.3241672415480068
322,2023-04-17,100000.0,0.0,-0.3241672415480068
323,2023-04-18,100000.0,0.0,-0.3241672415480068
324,2023-04-19,100000.0,0.0,-0.3241672415480068
325,2023-04-20,100000.0,0.0,-0.3241672415480068
326,2023-04-21,100000.0,0.0,-0.3241672415480068
327,2023-04-24,100000.0,0.0,-0.3241672415480068
328,2023-04-25,100000.0,0.0,-0.3241672415480068
329,2023-04-26,100000.0,0.0,-0.3241672415480068
330,2023-04-27,100000.0,0.0,-0.3241672415480068
331,2023-04-28,100000.0,0.0,-0.3241672415480068
332,2023-05-01,100000.0,0.0,-0.3241672415480068
333,2023-05-02,100000.0,0.0,-0.3241672415480068
334,2023-05-03,100000.0,0.0,-0.3241672415480068
335,2023-05-04,100000.0,0.0,-0.3241672415480068
336,2023-05-05,100000.0,0.0,-0.3241672415480068
337,2023-05-08,100000.0,0.0,-0.3241672415480068
338,2023-05-09,100000.0,0.0,-0.3241672415480068
339,2023-05-10,100000.0,0.0,-0.3241672415480068
340,2023-05-11,100000.0,0.0,-0.3241672415480068
341,2023-05-12,100000.0,0.0,-0.3241672415480068
342,2023-05-15,100000.0,0.0,-0.3241672415480068
343,2023-05-16,100000.0,0.0,-0.3241672415480068
344,2023-05-17,100000.0,0.0,-0.3241672415480068
345,2023-05-18,100000.0,0.0,-0.3241672415480068
346,2023-05-19,100000.0,0.0,-0.3241672415480068
347,2023-05-22,100000.0,0.0,-0.3241672415480068
348,2023-05-23,100000.0,0.0,-0.3241672415480068
349,2023-05-24,100000.0,0.0,-0.3241672415480068
350,2023-05-25,100000.0,0.0,-0.3241672415480068
351,2023-05-26,100000.0,0.0,-0.3241672415480068
352,2023-05-30,100000.0,0.0,-0.3241672415480068
353,2023-05-31,100000.0,0.0,-0.3241672415480068
354,2023-06-01,100000.0,0.0,-0.3241672415480068
355,2023-06-02,100000.0,0.0,-0.3241672415480068
356,2023-06-05,100000.0,0.0,-0.3241672415480068
357,2023-06-06,100000.0,0.0,-0.3241672415480068
358,2023-06-07,100000.0,0.0,-0.3241672415480068
359,2023-06-08,100000.0,0.0,-0.3241672415480068
360,2023-06-09,100000.0,0.0,-0.3241672415480068
361,2023-06-12,100000.0,0.0,-0.3241672415480068
362,2023-06-13,100000.0,0.0,-0.3241672415480068
363,2023-06-14,100000.0,0.0,-0.3241672415480068
364,2023-06-15,100000.0,0.0,-0.3241672415480068
365,2023-06-16,100000.0,0.0,-0.3241672415480068
366,2023-06-20,100000.0,0.0,-0.3241672415480068
367,2023-06-21,100000.0,0.0,-0.3241672415480068
368,2023-06-22,100000.0,0.0,-0.3241672415480068
369,2023-06-23,100000.0,0.0,-0.3241672415480068
370,2023-06-26,100000.0,0.0,-0.3241672415480068
371,2023-06-27,100000.0,0.0,-0.3241672415480068
372,2023-06-28,100000.0,0.0,-0.3241672415480068
373,2023-06-29,100000.0,0.0,-0.3241672415480068
374,2023-06-30,100000.0,0.0,-0.3241672415480068
375,2023-07-03,100000.0,0.0,-0.3241672415480068
376,2023-07-05,100000.0,0.0,-0.3241672415480068
377,2023-07-06,100000.0,0.0,-0.3241672415480068
378,2023-07-07,100000.0,0.0,-0.3241672415480068
379,2023-07-10,100000.0,0.0,-0.3241672415480068
380,2023-07-11,100000.0,0.0,-0.3241672415480068
381,2023-07-12,100000.0,0.0,-0.3241672415480068
382,2023-07-13,100000.0,0.0,-0.3241672415480068
383,2023-07-14,100000.0,0.0,-0.3241672415480068
384,2023-07-17,100000.0,0.0,-0.3241672415480068
385,2023-07-18,100000.0,0.0,-0.3241672415480068
386,2023-07-19,100000.0,0.0,-0.3241672415480068
387,2023-07-20,100000.0,0.0,-0.3241672415480068
388,2023-07-21,100000.0,0.0,-0.3241672415480068
389,2023-07-24,100000.0,0.0,-0.3241672415480068
390,2023-07-25,100000.0,0.0,-0.3241672415480068
391,2023-07-26,100000.0,0.0,-0.3241672415480068
392,2023-07-27,100000.0,0.0,-0.3241672415480068
393,2023-07-28,100000.0,0.0,-0.3241672415480068
394,2023-07-31,100000.0,0.0,-0.3241672415480068
395,2023-08-01,100000.0,0.0,-0.3241672415480068
396,2023-08-02,100000.0,0.0,-0.3241672415480068
397,2023-08-03,100000.0,0.0,-0.3241672415480068
398,2023-08-04,100000.0,0.0,-0.3241672415480068
399,2023-08-07,100000.0,0.0,-0.3241672415480068
400,2023-08-08,100000.0,0.0,-0.3241672415480068
401,2023-08-09,100000.0,0.0,-0.3241672415480068
402,2023-08-10,100000.0,0.0,-0.3241672415480068
403,2023-08-11,100000.0,0.0,-0.3241672415480068
404,2023-08-14,100000.0,0.0,-0.3241672415480068
405,2023-08-15,100000.0,0.0,-0.3241672415480068
406,2023-08-16,100000.0,0.0,-0.3241672415480068
407,2023-08-17,100000.0,0.0,-0.3241672415480068
408,2023-08-18,100000.0,0.0,-0.3241672415480068
409,2023-08-21,100000.0,0.0,-0.3241672415480068
410,2023-08-22,100000.0,0.0,-0.3241672415480068
411,2023-08-23,100000.0,0.0,-0.3241672415480068
412,2023-08-24,100000.0,0.0,-0.3241672415480068
413,2023-08-25,100000.0,0.0,-0.3241672415480068
414,2023-08-28,100000.0,0.0,-0.3241672415480068
415,2023-08-29,100000.0,0.0,-0.3241672415480068
416,2023-08-30,100000.0,0.0,-0.3241672415480068
417,2023-08-31,100000.0,0.0,-0.3241672415480068
418,2023-09-01,100000.0,0.0,-0.3241672415480068
419,2023-09-05,100000.0,0.0,-0.3241672415480068
420,2023-09-06,100000.0,0.0,-0.3241672415480068
421,2023-09-07,100000.0,0.0,-0.3241672415480068
422,2023-09-08,100000.0,0.0,-0.3241672415480068
423,2023-09-11,100000.0,0.0,-0.3241672415480068
424,2023-09-12,100000.0,0.0,-0.3241672415480068
425,2023-09-13,100000.0,0.0,-0.3241672415480068
426,2023-09-14,100000.0,0.0,-0.3241672415480068
427,2023-09-15,100000.0,0.0,-0.3241672415480068
428,2023-09-18,100000.0,0.0,-0.3241672415480068
429,2023-09-19,100000.0,0.0,-0.3241672415480068
430,2023-09-20,100000.0,0.0,-0.3241672415480068
431,2023-09-21,100000.0,0.0,-0.3241672415480068
432,2023-09-22,100000.0,0.0,-0.3241672415480068
433,2023-09-25,100000.0,0.0,-0.3241672415480068
434,2023-09-26,100000.0,0.0,-0.3241672415480068
435,2023-09-27,100000.0,0.0,-0.3241672415480068
436,2023-09-28,100000.0,0.0,-0.3241672415480068
437,2023-09-29,100000.0,0.0,-0.3241672415480068
438,2023-10-02,100000.0,0.0,-0.3241672415480068
439,2023-10-03,100000.0,0.0,-0.3241672415480068
440,2023-10-04,100000.0,0.0,-0.3241672415480068
441,2023-10-05,100000.0,0.0,-0.3241672415480068
442,2023-10-06,100000.0,0.0,-0.3241672415480068
443,2023-10-09,100000.0,0.0,-0.3241672415480068
444,2023-10-10,100000.0,0.0,-0.3241672415480068
445,2023-10-11,100000.0,0.0,-0.3241672415480068
446,2023-10-12,100000.0,0.0,-0.3241672415480068
447,2023-10-13,100000.0,0.0,-0.3241672415480068
448,2023-10-16,100000.0,0.0,-0.3241672415480068
449,2023-10-17,100000.0,0.0,-0.3241672415480068
450,2023-10-18,100000.0,0.0,-0.3241672415480068
451,2023-10-19,100000.0,0.0,-0.3241672415480068
452,2023-10-20,100000.0,0.0,-0.3241672415480068
453,2023-10-23,100000.0,0.0,-0.3241672415480068
454,2023-10-24,100000.0,0.0,-0.3241672415480068
455,2023-10-25,100000.0,0.0,-0.3241672415480068
456,2023-10-26,100000.0,0.0,-0.3241672415480068
457,2023-10-27,100000.0,0.0,-0.3241672415480068
458,2023-10-30,100000.0,0.0,-0.3241672415480068
459,2023-10-31,100000.0,0.0,-0.3241672415480068
460,2023-11-01,100000.0,0.0,-0.3241672415480068
461,2023-11-02,100000.0,0.0,-0.3241672415480068
462,2023-11-03,100000.0,0.0,-0.3241672415480068
463,2023-11-06,100000.0,0.0,-0.3241672415480068
464,2023-11-07,100000.0,0.0,-0.3241672415480068
465,2023-11-08,100000.0,0.0,-0.3241672415480068
466,2023-11-09,100000.0,0.0,-0.3241672415480068
467,2023-11-10,100000.0,0.0,-0.3241672415480068
468,2023-11-13,100000.0,0.0,-0.3241672415480068
469,2023-11-14,100000.0,0.0,-0.3241672415480068
470,2023-11-15,100000.0,0.0,-0.3241672415480068
471,2023-11-16,100000.0,0.0,-0.3241672415480068
472,2023-11-17,100000.0,0.0,-0.3241672415480068
473,2023-11-20,100000.0,0.0,-0.3241672415480068
474,2023-11-21,100000.0,0.0,-0.3241672415480068
475,2023-11-22,100000.0,0.0,-0.3241672415480068
476,2023-11-24,100000.0,0.0,-0.3241672415480068
477,2023-11-27,100000.0,0.0,-0.3241672415480068
478,2023-11-28,100000.0,0.0,-0.3241672415480068
479,2023-11-29,100000.0,0.0,-0.3241672415480068
480,2023-11-30,100000.0,0.0,-0.3241672415480068
481,2023-12-01,100000.0,0.0,-0.3241672415480068
482,2023-12-04,100000.0,0.0,-0.3241672415480068
483,2023-12-05,100000.0,0.0,-0.3241672415480068
484,2023-12-06,100000.0,0.0,-0.3241672415480068
485,2023-12-07,100000.0,0.0,-0.3241672415480068
486,2023-12-08,100000.0,0.0,-0.3241672415480068
487,2023-12-11,100000.0,0.0,-0.3241672415480068
488,2023-12-12,100000.0,0.0,-0.3241672415480068
489,2023-12-13,100000.0,0.0,-0.3241672415480068
490,2023-12-14,100000.0,0.0,-0.3241672415480068
491,2023-12-15,100000.0,0.0,-0.3241672415480068
492,2023-12-18,100000.0,0.0,-0.3241672415480068
493,2023-12-19,100000.0,0.0,-0.3241672415480068
494,2023-12-20,100000.0,0.0,-0.3241672415480068
495,2023-12-21,100000.0,0.0,-0.3241672415480068
496,2023-12-22,100000.0,0.0,-0.3241672415480068
497,2023-12-26,100000.0,0.0,-0.3241672415480068
498,2023-12-27,100000.0,0.0,-0.3241672415480068
499,2023-12-28,100000.0,0.0,-0.3241672415480068
500,2023-12-29,100000.0,0.0,-0.3241672415480068
